asin,"Amazon Prime price","Amazon prime price lowest","Amazon prime inventory if sold by seller via amazon","Lowest buy box price if not prime (includes item cost and shipping cost)","if lowest price is prime or not (y/n)","seller name","seller rating","handlign time (hours)","shipping price","number of sellers (competitor count)"
B07QDMZ62V,$5.35,$5.35,Amazon,$0.00,yes,A2FPYHMV9AYCI,100,0,$0.00,1
B077N3CXZY,$35.99,$27.79,Amazon,$0.00,No,AXCFXD0WLLW4R,0,0,$0.00,1
B01N6AFRVA,$15.99,$14.25,Amazon,$14.25,yes,A1PUHO6D4MM5FC,95,0,$0.00,11
B016BHQ2NO,$29.00,$12.99,Amazon,$19.00,No,A3726OKZCCOB2P,0,0,$0.00,7
B08KSHL4F2,$35.00,$29.52,Amazon,$29.52,No,A2R2RITDJNW1Q6,0,0,$0.00,3
B09ZYHT8KK,$31.93,$23.99,Amazon,$25.41,No,A32EUYIB1DV4ZP,0,0,$0.00,20
B09DF9RD6K,$87.75,$77.69,Amazon,$83.49,No,A3HKQJ9K1XK0JL,0,0,$0.00,19
B01M25BNNO,$14.00,$14.00,Amazon,$0.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,1
B01HTWD1QG,$24.50,$24.50,Amazon,$24.50,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B07B6WNYR1,$14.99,$14.23,Amazon,$14.99,No,A3E5RD53LY8DK,0,0,$0.00,20
B00IKCE63W,$15.00,$11.92,Amazon,$12.99,No,A2FGEKPGXLZ0ZH,0,0,$0.00,20
B07KPSV1KF,$25.95,$13.99,Amazon,$13.99,yes,A10Q26RWEQ8VB1,97,0,$0.00,20
B091C6WGHW,$14.99,$14.99,Amazon,$0.00,yes,A2EXNPXCN2TAUX,100,0,$0.00,1
B016YFUQGW,$11.99,$11.99,Amazon,$0.00,yes,AIENCBKCC31MP,100,0,$0.00,1
B0026ONV18,$73.95,$49.00,Amazon,$49.00,yes,A2R2RITDJNW1Q6,100,0,$0.00,18
B003CJP13W,$11.49,$11.49,Amazon,$11.49,yes,A2R2RITDJNW1Q6,91,0,$0.00,13
B09D81VL2N,$16.95,$16.95,Amazon,$0.00,yes,A1FWGZVO4P6W9Y,100,0,$0.00,1
B08CXMN62G,$68.00,$68.00,Amazon,$0.00,yes,A27E44CK65QUKR,93,0,$0.00,1
B00QT4I274,$7.95,$7.95,Amazon,$7.95,yes,A2R2RITDJNW1Q6,91,0,$0.00,15
B093BQPSJL,$24.99,$23.74,Amazon,$0.00,No,A1KNZY3BCXSR8O,0,0,$0.00,1
B08LCZ4THX,$15.99,$15.99,Amazon,$0.00,yes,A2I3HPPF9ITTLG,99,0,$0.00,1
B0068GXZ9I,$18.70,$9.95,Amazon,$9.95,yes,AX585RFN8GJCT,91,0,$0.00,3
B017OYX2RM,$0.00,$7.49,Yes,$4.49,No,,0,0,$0.00,7
B00FREO7G2,$10.99,$6.30,Amazon,$10.99,No,A3LY3CYHLMWALH,0,0,$0.00,5
B0813T5ZB7,$125.00,$118.00,Amazon,$125.00,No,A2N1A581RPHNSW,0,0,$0.00,4
B06ZXSD5CD,$6.99,$6.98,Amazon,$6.99,No,AMCQF7KJK4BWI,0,0,$0.00,2
B0010C3U1S,$20.80,$13.49,Amazon,$19.95,No,A3E1GQCATQY5N3,0,0,$0.00,7
B07BJ2JR4Y,$9.99,$9.99,Amazon,$0.00,yes,AF6MK7L4215RU,94,0,$0.00,1
B01ARGC2VQ,$15.45,$8.12,Amazon,$8.12,No,A2WALFI9FE4NP0,0,0,$0.00,20
B01M7PCSRA,$33.00,$33.00,Amazon,$33.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B07B8XYT1M,$10.24,$10.24,Amazon,$10.24,yes,A1CMDIK0O5O2GD,100,0,$0.00,2
B07BV3MFTQ,$15.95,$11.16,Amazon,$11.16,yes,AOTTG3HHVN23G,93,0,$0.00,4
B098NXHT4B,$16.99,$14.80,Amazon,$0.00,No,A2G0Q7PO6F70HV,0,0,$0.00,1
B07PDGVW33,$10.99,$10.99,Amazon,$0.00,yes,A2WHNP9T84YYCA,100,0,$0.00,1
B08QJ51TZV,$9.99,$9.99,Amazon,$0.00,yes,AIRYPSTVH0EGL,97,0,$0.00,1
B017OYX2RM,$0.00,$7.49,Yes,$4.49,No,,0,0,$0.00,7
B00FREO7G2,$10.99,$6.30,Amazon,$10.99,No,A3LY3CYHLMWALH,0,0,$0.00,5
B0813T5ZB7,$125.00,$118.00,Amazon,$125.00,No,A2N1A581RPHNSW,0,0,$0.00,4
B0010C3U1S,$20.80,$13.49,Amazon,$19.95,No,A3E1GQCATQY5N3,0,0,$0.00,7
B07BJ2JR4Y,$9.99,$9.99,Amazon,$0.00,yes,AF6MK7L4215RU,94,0,$0.00,1
B01ARGC2VQ,$15.45,$8.12,Amazon,$8.12,No,A2WALFI9FE4NP0,0,0,$0.00,20
B01M7PCSRA,$33.00,$33.00,Amazon,$33.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B011FD9Q00,$8.95,$8.95,Amazon,$0.00,yes,AYBWJ1UMRW6OI,97,0,$0.00,1
B0089XPUXM,$38.90,$27.99,Amazon,$30.89,No,A200BEBXMI31WT,0,0,$0.00,20
B01MRRHTNV,$9.99,$9.99,Amazon,$9.99,yes,A1Y6SI0BAET25L,99,0,$0.00,4
B0B296PB8C,$9.99,$9.99,Amazon,$0.00,yes,A2CUNH2KZKKT0G,94,0,$0.00,1
B01JCWLA8C,$20.00,$20.00,Amazon,$20.00,yes,ADDQNUND573E9,99,0,$0.00,1
B07X86WFKW,$39.99,$34.40,Amazon,$0.00,No,A1SHFS4VSZBJ4V,0,0,$0.00,1
B07X8T1T47,$17.99,$17.99,Amazon,$0.00,yes,A2E7AZHKWVB8HN,98,0,$0.00,1
B07V25R232,$29.98,$29.98,Amazon,$0.00,yes,A26DTQ7XW1Z2Y2,100,0,$0.00,1
B07F2F9QZP,$12.99,$12.99,Amazon,$0.00,yes,A22KC0UL6ASO9N,93,0,$0.00,1
B08H46YXYH,$19.99,$8.85,Amazon,$8.89,No,A11K06UCYNMCB4,0,0,$0.00,15
B00065IZ6A,$2.95,$2.95,Amazon,$2.95,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B07DQX9B7G,$10.99,$10.99,Amazon,$10.99,yes,A30VZKF7HQPEEU,100,0,$0.00,9
B00VLNO4AW,$14.60,$14.45,Amazon,$14.60,No,A2R2RITDJNW1Q6,0,0,$0.00,4
B09C2GH3VS,$56.99,$56.99,Amazon,$56.99,yes,A2WJ50ILVLFYKK,94,0,$0.00,1
B09N98BFZJ,$21.96,$21.96,Amazon,$0.00,yes,A3OO5HWB693QI5,100,0,$0.00,1
B019QBOG3U,$21.52,$8.60,Amazon,$8.60,No,A1UEW3GW612BDQ,0,0,$0.00,20
B00OZN7X2Q,$16.00,$12.95,Amazon,$16.00,No,A2FGEKPGXLZ0ZH,0,0,$0.00,20
B00NYA57VK,$37.50,$37.50,Amazon,$37.50,yes,A3G9US96RB0YC7,99,0,$0.00,3
B07QQYX544,$11.99,$11.99,Amazon,$0.00,yes,A3KUJTGPJK4MQ0,98,0,$0.00,1
B01JCWLA8C,$20.00,$20.00,Amazon,$20.00,yes,ADDQNUND573E9,99,0,$0.00,1
B07X86WFKW,$39.99,$34.40,Amazon,$0.00,No,A1SHFS4VSZBJ4V,0,0,$0.00,1
B07X8T1T47,$17.99,$17.99,Amazon,$0.00,yes,A2E7AZHKWVB8HN,98,0,$0.00,1
B07V25R232,$29.98,$29.98,Amazon,$0.00,yes,A26DTQ7XW1Z2Y2,100,0,$0.00,1
B08D6V7BLY,$0.00,$21.98,Yes,$21.98,No,,0,0,$0.00,5
B0010C3U1S,$20.80,$13.49,Amazon,$19.95,No,A3E1GQCATQY5N3,0,0,$0.00,7
B07BJ2JR4Y,$9.99,$9.99,Amazon,$0.00,yes,AF6MK7L4215RU,94,0,$0.00,1
B01ARGC2VQ,$15.45,$8.12,Amazon,$8.12,No,A2WALFI9FE4NP0,0,0,$0.00,20
B00TUYGRU4,$14.99,$14.99,Amazon,$0.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,1
B07BJ2JR4Y,$9.99,$9.99,Amazon,$0.00,yes,AF6MK7L4215RU,94,0,$0.00,1
B01ARGC2VQ,$15.45,$8.12,Amazon,$8.12,No,A2WALFI9FE4NP0,0,0,$0.00,20
B00TUYGRU4,$14.99,$14.99,Amazon,$0.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,1
B01M7PCSRA,$33.00,$33.00,Amazon,$33.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B0089XPUXM,$38.90,$27.99,Amazon,$30.89,No,A200BEBXMI31WT,0,0,$0.00,20
B01MRRHTNV,$9.99,$9.99,Amazon,$9.99,yes,A1Y6SI0BAET25L,99,0,$0.00,4
B0B296PB8C,$9.99,$9.99,Amazon,$0.00,yes,A2CUNH2KZKKT0G,94,0,$0.00,1
B07B8XYT1M,$10.24,$10.24,Amazon,$10.24,yes,A1CMDIK0O5O2GD,100,0,$0.00,2
B07BV3MFTQ,$15.95,$11.16,Amazon,$11.16,yes,AOTTG3HHVN23G,93,0,$0.00,4
B098NXHT4B,$16.99,$14.80,Amazon,$0.00,No,A2G0Q7PO6F70HV,0,0,$0.00,1
B07PDGVW33,$10.99,$10.99,Amazon,$0.00,yes,A2WHNP9T84YYCA,100,0,$0.00,1
B08QJ51TZV,$9.99,$9.99,Amazon,$0.00,yes,AIRYPSTVH0EGL,97,0,$0.00,1
B07F2F9QZP,$12.99,$12.99,Amazon,$0.00,yes,A22KC0UL6ASO9N,93,0,$0.00,1
B08H46YXYH,$19.99,$8.85,Amazon,$8.89,No,A11K06UCYNMCB4,0,0,$0.00,15
B00065IZ6A,$2.95,$2.95,Amazon,$2.95,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B07DQX9B7G,$10.99,$10.99,Amazon,$10.99,yes,A30VZKF7HQPEEU,100,0,$0.00,9
B00VLNO4AW,$14.60,$14.45,Amazon,$14.60,No,A2R2RITDJNW1Q6,0,0,$0.00,4
B09C2GH3VS,$56.99,$56.99,Amazon,$56.99,yes,A2WJ50ILVLFYKK,94,0,$0.00,1
B09N98BFZJ,$21.96,$21.96,Amazon,$0.00,yes,A3OO5HWB693QI5,100,0,$0.00,1
B019QBOG3U,$21.52,$8.60,Amazon,$8.60,No,A1UEW3GW612BDQ,0,0,$0.00,20
B00OZN7X2Q,$16.00,$12.95,Amazon,$16.00,No,A2FGEKPGXLZ0ZH,0,0,$0.00,20
B00NYA57VK,$37.50,$37.50,Amazon,$37.50,yes,A3G9US96RB0YC7,99,0,$0.00,3
B07QQYX544,$11.99,$11.99,Amazon,$0.00,yes,A3KUJTGPJK4MQ0,98,0,$0.00,1
B01JCWLA8C,$20.00,$20.00,Amazon,$20.00,yes,ADDQNUND573E9,99,0,$0.00,1
B07X86WFKW,$39.99,$34.40,Amazon,$0.00,No,A1SHFS4VSZBJ4V,0,0,$0.00,1
B07X8T1T47,$17.99,$17.99,Amazon,$0.00,yes,A2E7AZHKWVB8HN,98,0,$0.00,1
B07V25R232,$29.98,$29.98,Amazon,$0.00,yes,A26DTQ7XW1Z2Y2,100,0,$0.00,1
B08D6V7BLY,$0.00,$21.98,Yes,$21.98,No,,0,0,$0.00,5
B07F2F9QZP,$12.99,$12.99,Amazon,$0.00,yes,A22KC0UL6ASO9N,93,0,$0.00,1
B08H46YXYH,$19.99,$8.85,Amazon,$8.89,No,A11K06UCYNMCB4,0,0,$0.00,15
B00065IZ6A,$2.95,$2.95,Amazon,$2.95,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B07DQX9B7G,$10.99,$10.99,Amazon,$10.99,yes,A30VZKF7HQPEEU,100,0,$0.00,9
B00VLNO4AW,$14.60,$14.45,Amazon,$14.60,No,A2R2RITDJNW1Q6,0,0,$0.00,4
B09C2GH3VS,$56.99,$56.99,Amazon,$56.99,yes,A2WJ50ILVLFYKK,94,0,$0.00,1
B09N98BFZJ,$21.96,$21.96,Amazon,$0.00,yes,A3OO5HWB693QI5,100,0,$0.00,1
B019QBOG3U,$21.52,$8.60,Amazon,$8.60,No,A1UEW3GW612BDQ,0,0,$0.00,20
B07MM8GLTK,$5.00,$5.00,Amazon,$5.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B07581CXYK,$19.60,$17.60,Amazon,$17.60,No,A270PBMXWY683W,0,0,$0.00,13
B000K1MUH0,$0.00,$38.45,Amazon,$38.45,No,,0,0,$0.00,2
B000GTORKO,$12.72,$12.72,Amazon,$12.72,yes,A2R2RITDJNW1Q6,91,0,$0.00,20
B07DQX9B7G,$10.99,$10.99,Amazon,$10.99,yes,A30VZKF7HQPEEU,100,0,$0.00,9
B00VLNO4AW,$14.60,$14.45,Amazon,$14.60,No,A2R2RITDJNW1Q6,0,0,$0.00,4
B09C2GH3VS,$56.99,$56.99,Amazon,$56.99,yes,A2WJ50ILVLFYKK,94,0,$0.00,1
B09N98BFZJ,$21.96,$21.96,Amazon,$0.00,yes,A3OO5HWB693QI5,100,0,$0.00,1
B019QBOG3U,$21.52,$8.60,Amazon,$8.60,No,A1UEW3GW612BDQ,0,0,$0.00,20
B00OZN7X2Q,$16.00,$12.95,Amazon,$16.00,No,A2FGEKPGXLZ0ZH,0,0,$0.00,20
B00NYA57VK,$37.50,$37.50,Amazon,$37.50,yes,A3G9US96RB0YC7,99,0,$0.00,3
B07QQYX544,$11.99,$11.99,Amazon,$0.00,yes,A3KUJTGPJK4MQ0,98,0,$0.00,1
B07MM8GLTK,$5.00,$5.00,Amazon,$5.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B07581CXYK,$19.60,$17.60,Amazon,$17.60,No,A270PBMXWY683W,0,0,$0.00,13
B000K1MUH0,$0.00,$38.45,Amazon,$38.45,No,,0,0,$0.00,2
B000GTORKO,$12.72,$12.72,Amazon,$12.72,yes,A2R2RITDJNW1Q6,91,0,$0.00,20
B000W7H72A,$8.00,$8.00,Amazon,$8.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B07F2F9QZP,$12.99,$12.99,Amazon,$0.00,yes,A22KC0UL6ASO9N,93,0,$0.00,1
B08H46YXYH,$19.99,$8.85,Amazon,$8.89,No,A11K06UCYNMCB4,0,0,$0.00,15
B00065IZ6A,$2.95,$2.95,Amazon,$2.95,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B075WWYBJ7,$22.60,$22.60,Amazon,$0.00,yes,ARDJXY8HB6KO5,100,0,$0.00,1
B01JCWLA8C,$20.00,$20.00,Amazon,$20.00,yes,ADDQNUND573E9,99,0,$0.00,1
B07X86WFKW,$39.99,$34.40,Amazon,$0.00,No,A1SHFS4VSZBJ4V,0,0,$0.00,1
B07X8T1T47,$17.99,$17.99,Amazon,$0.00,yes,A2E7AZHKWVB8HN,98,0,$0.00,1
B00OZN7X2Q,$16.00,$12.95,Amazon,$16.00,No,A2FGEKPGXLZ0ZH,0,0,$0.00,20
B00NYA57VK,$37.50,$37.50,Amazon,$37.50,yes,A3G9US96RB0YC7,99,0,$0.00,3
B07QQYX544,$11.99,$11.99,Amazon,$0.00,yes,A3KUJTGPJK4MQ0,98,0,$0.00,1
B01JCWLA8C,$20.00,$20.00,Amazon,$20.00,yes,ADDQNUND573E9,99,0,$0.00,1
B000K1MUH0,$0.00,$38.45,Amazon,$38.45,No,,0,0,$0.00,2
B000GTORKO,$12.72,$12.72,Amazon,$12.72,yes,A2R2RITDJNW1Q6,91,0,$0.00,20
B000W7H72A,$8.00,$8.00,Amazon,$8.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B07F2F9QZP,$12.99,$12.99,Amazon,$0.00,yes,A22KC0UL6ASO9N,93,0,$0.00,1
B075WWYBJ7,$22.60,$22.60,Amazon,$0.00,yes,ARDJXY8HB6KO5,100,0,$0.00,1
B08H46YXYH,$19.99,$8.85,Amazon,$8.89,No,A11K06UCYNMCB4,0,0,$0.00,15
B00065IZ6A,$2.95,$2.95,Amazon,$2.95,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B07DQX9B7G,$10.99,$10.99,Amazon,$10.99,yes,A30VZKF7HQPEEU,100,0,$0.00,9
B00VLNO4AW,$14.60,$14.45,Amazon,$14.60,No,A2R2RITDJNW1Q6,0,0,$0.00,4
B09C2GH3VS,$56.99,$56.99,Amazon,$56.99,yes,A2WJ50ILVLFYKK,94,0,$0.00,1
B09N98BFZJ,$21.96,$21.96,Amazon,$0.00,yes,A3OO5HWB693QI5,100,0,$0.00,1
B019QBOG3U,$21.52,$8.60,Amazon,$8.60,No,A1UEW3GW612BDQ,0,0,$0.00,20
B01M7SCDDA,$11.99,$10.13,Amazon,$10.13,No,A2R2RITDJNW1Q6,0,0,$0.00,2
B07BCLYZY9,$14.40,$9.61,Amazon,$14.40,No,A12OPT5F9TWWUP,0,0,$0.00,4
B000I4BZKW,$9.99,$9.99,Amazon,$9.99,yes,A32GOXAC8X4KTS,100,0,$0.00,6
B004WJ0II4,$25.00,$24.00,Amazon,$0.00,yes,A1VW3AI3T5H7TW,100,0,$0.00,9
B01M7SCDDA,$11.99,$10.13,Amazon,$10.13,No,A2R2RITDJNW1Q6,0,0,$0.00,2
B07BCLYZY9,$14.40,$9.61,Amazon,$14.40,No,A12OPT5F9TWWUP,0,0,$0.00,4
B000I4BZKW,$9.99,$9.99,Amazon,$9.99,yes,A32GOXAC8X4KTS,100,0,$0.00,6
B004WJ0II4,$25.00,$24.00,Amazon,$0.00,yes,A1VW3AI3T5H7TW,100,0,$0.00,9
B07N813336,$19.97,$19.85,Amazon,$19.97,No,A2R2RITDJNW1Q6,0,0,$0.00,5
B00I8H6DOY,$17.10,$17.10,Amazon,$17.10,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B07MM8GLTK,$5.00,$5.00,Amazon,$5.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B07581CXYK,$19.60,$17.60,Amazon,$17.60,No,A270PBMXWY683W,0,0,$0.00,13
B000K1MUH0,$0.00,$38.45,Amazon,$38.45,No,,0,0,$0.00,2
B000GTORKO,$12.72,$12.72,Amazon,$12.72,yes,A2R2RITDJNW1Q6,91,0,$0.00,20
B000W7H72A,$8.00,$8.00,Amazon,$8.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B07F2F9QZP,$12.99,$12.99,Amazon,$0.00,yes,A22KC0UL6ASO9N,93,0,$0.00,1
B075WWYBJ7,$22.60,$22.60,Amazon,$0.00,yes,ARDJXY8HB6KO5,100,0,$0.00,1
B08H46YXYH,$19.99,$8.85,Amazon,$8.89,No,A11K06UCYNMCB4,0,0,$0.00,15
B00065IZ6A,$2.95,$2.95,Amazon,$2.95,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B07DQX9B7G,$10.99,$10.99,Amazon,$10.99,yes,A30VZKF7HQPEEU,100,0,$0.00,9
B09X9GJ57N,$18.98,$18.98,Amazon,$18.98,yes,A2R2RITDJNW1Q6,91,0,$0.00,4
B07Z8CYZQH,$15.00,$15.00,Amazon,$0.00,yes,A3QTKV2O8RZAP5,99,0,$0.00,1
B093CGD8QP,$28.99,$24.49,Amazon,$0.00,yes,A18RXJ5LBUB3CE,98,0,$0.00,1
B06XGTBJTN,$21.99,$16.90,Amazon,$18.00,No,A39QYRWQBXME8I,0,0,$0.00,12
B09X9GJ57N,$18.98,$18.98,Amazon,$18.98,yes,A2R2RITDJNW1Q6,91,0,$0.00,4
B07Z8CYZQH,$15.00,$15.00,Amazon,$0.00,yes,A3QTKV2O8RZAP5,99,0,$0.00,1
B093CGD8QP,$28.99,$24.49,Amazon,$0.00,yes,A18RXJ5LBUB3CE,98,0,$0.00,1
B06XGTBJTN,$21.99,$16.90,Amazon,$18.00,No,A39QYRWQBXME8I,0,0,$0.00,12
B019JIACJ2,$20.90,$8.39,Amazon,$13.49,No,A22SMHDA62DTTW,0,0,$0.00,20
B088CGTK9N,$49.00,$49.00,Amazon,$49.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B01M7SCDDA,$11.99,$10.13,Amazon,$10.13,No,A2R2RITDJNW1Q6,0,0,$0.00,2
B07BCLYZY9,$14.40,$9.61,Amazon,$14.40,No,A12OPT5F9TWWUP,0,0,$0.00,4
B000I4BZKW,$9.99,$9.99,Amazon,$9.99,yes,A32GOXAC8X4KTS,100,0,$0.00,6
B004WJ0II4,$25.00,$24.00,Amazon,$0.00,yes,A1VW3AI3T5H7TW,100,0,$0.00,9
B00I8H6DOY,$17.10,$17.10,Amazon,$17.10,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B07MM8GLTK,$5.00,$5.00,Amazon,$5.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B07581CXYK,$19.60,$17.60,Amazon,$17.60,No,A270PBMXWY683W,0,0,$0.00,13
B000K1MUH0,$0.00,$38.45,Amazon,$38.45,No,,0,0,$0.00,2
B000GTORKO,$12.72,$12.72,Amazon,$12.72,yes,A2R2RITDJNW1Q6,91,0,$0.00,20
B000W7H72A,$8.00,$8.00,Amazon,$8.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B07RF4KDPC,$25.00,$20.00,Amazon,$25.00,No,AVXGRNDVF9MMV,0,0,$0.00,7
B08W74GSQW,$6.36,$6.36,Amazon,$6.36,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B087JHMMBM,$17.99,$17.99,Amazon,$0.00,yes,A3MRSG15125NFN,96,0,$0.00,1
B0077Q0NP2,$16.99,$16.99,Amazon,$16.99,yes,A3T0HXZK4MID3M,99,0,$0.00,3
B08HVX1QQ6,$14.99,$14.99,Amazon,$0.00,yes,A36FVOJZJCD1WC,75,0,$0.00,1
B000TVJ6XW,$21.49,$17.36,Amazon,$17.36,No,A2R2RITDJNW1Q6,0,0,$0.00,5
B09X9GJ57N,$18.98,$18.98,Amazon,$18.98,yes,A2R2RITDJNW1Q6,91,0,$0.00,4
B07Z8CYZQH,$15.00,$15.00,Amazon,$0.00,yes,A3QTKV2O8RZAP5,99,0,$0.00,1
B093CGD8QP,$28.99,$24.49,Amazon,$0.00,yes,A18RXJ5LBUB3CE,98,0,$0.00,1
B06XGTBJTN,$21.99,$16.90,Amazon,$18.00,No,A39QYRWQBXME8I,0,0,$0.00,12
B019JIACJ2,$20.90,$8.39,Amazon,$13.49,No,A22SMHDA62DTTW,0,0,$0.00,20
B088CGTK9N,$49.00,$49.00,Amazon,$49.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B01M7SCDDA,$11.99,$10.13,Amazon,$10.13,No,A2R2RITDJNW1Q6,0,0,$0.00,2
B07BCLYZY9,$14.40,$9.61,Amazon,$14.40,No,A12OPT5F9TWWUP,0,0,$0.00,4
B000I4BZKW,$9.99,$9.99,Amazon,$9.99,yes,A32GOXAC8X4KTS,100,0,$0.00,6
B004WJ0II4,$25.00,$24.00,Amazon,$0.00,yes,A1VW3AI3T5H7TW,100,0,$0.00,9
B083LS7N8P,$21.24,$21.24,Yes,$21.24,yes,A2R2RITDJNW1Q6,91,0,$0.00,5
B07RF4KDPC,$25.00,$20.00,Amazon,$25.00,No,AVXGRNDVF9MMV,0,0,$0.00,7
B08W74GSQW,$6.36,$6.36,Amazon,$6.36,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B0077Q0NP2,$16.99,$16.99,Amazon,$16.99,yes,A3T0HXZK4MID3M,99,0,$0.00,3
B01FE4JYLC,$14.71,$8.95,Amazon,$8.99,No,A2X114PLNGRIQ3,0,0,$0.00,5
B00THVPFCQ,$0.00,$29.45,Yes,$29.45,No,,0,0,$0.00,5
B088BLS41Z,$9.19,$9.19,Amazon,$0.00,yes,AP2S0BLXLJB0N,100,0,$0.00,1
B005EE4UPS,$11.29,$11.29,Amazon,$11.29,yes,A2R2RITDJNW1Q6,91,0,$0.00,19
B003GIS2RG,$20.25,$19.97,Amazon,$16.38,yes,A1GQBZJQ36WN2P,99,0,$0.00,9
B0000UZ5P0,$7.87,$7.86,Amazon,$7.86,yes,A4M8NEUF6PIEE,95,0,$0.00,5
B00EW6NNHA,$0.00,$22.80,Yes,$22.80,No,,0,0,$0.00,10
B0092FEZZ0,$61.73,$40.50,Amazon,$44.96,No,AV0RU55C0WCS,0,0,$0.00,18
B09JDXC8PM,$21.50,$19.00,Amazon,$0.00,yes,A3SBDOAENTRT1F,100,0,$0.00,6
B000URSFMI,$28.17,$28.17,Amazon,$28.17,yes,A2R2RITDJNW1Q6,91,0,$0.00,5
B09HPC4W86,$10.39,$10.39,Amazon,$0.00,yes,A2VAAWZRE05FC7,95,0,$0.00,1
B00SDFFYU0,$26.49,$26.49,Amazon,$26.49,yes,AEBN3CI8NXICW,100,0,$0.00,3
B0014IWELK,$19.95,$14.26,Amazon,$14.26,yes,A2V74LV9L3ASTD,91,0,$0.00,4
B01FE4JYLC,$14.71,$8.95,Amazon,$8.99,No,A2X114PLNGRIQ3,0,0,$0.00,5
B00THVPFCQ,$0.00,$29.45,Yes,$29.45,No,,0,0,$0.00,5
B088BLS41Z,$9.19,$9.19,Amazon,$0.00,yes,AP2S0BLXLJB0N,100,0,$0.00,1
B005EE4UPS,$11.29,$11.29,Amazon,$11.29,yes,A2R2RITDJNW1Q6,91,0,$0.00,19
B096PWQ3Y6,$14.95,$14.95,Amazon,$0.00,yes,A3KDC5E34ILP4A,100,0,$0.00,1
B083LS7N8P,$21.24,$21.24,Yes,$21.24,yes,A2R2RITDJNW1Q6,91,0,$0.00,5
B08W74GSQW,$6.36,$6.36,Amazon,$6.36,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B00AKEWOAU,$13.35,$11.59,Amazon,$11.59,yes,A1T9CUDRQBWYER,91,0,$0.00,6
B0922PSHG1,$22.99,$22.99,Amazon,$0.00,yes,A1HN2MVUE6LA7G,100,0,$0.00,1
B00CLRM986,$69.95,$68.00,Amazon,$69.95,No,A2NAJ45504W04H,0,0,$0.00,2
B08G4DG1Q2,$19.99,$19.99,Amazon,$0.00,yes,A3NIEYL6KEKEDV,94,0,$0.00,1
B00TK58SNM,$7.24,$7.24,Amazon,$0.00,yes,A2IO6V4E7QMMUN,92,21,$0.00,1
B09MRVP2PX,$17.99,$11.99,Amazon,$17.99,No,APVAUZZOJUWDA,0,0,$0.00,2
B07BHMY9VR,$22.99,$22.99,Amazon,$0.00,yes,A1DXC87HHX3476,100,0,$0.00,1
B00AKEWOAU,$13.35,$11.59,Amazon,$11.59,yes,A1T9CUDRQBWYER,91,0,$0.00,6
B0922PSHG1,$22.99,$22.99,Amazon,$0.00,yes,A1HN2MVUE6LA7G,100,0,$0.00,1
B00CLRM986,$69.95,$68.00,Amazon,$69.95,No,A2NAJ45504W04H,0,0,$0.00,2
B08G4DG1Q2,$19.99,$19.99,Amazon,$0.00,yes,A3NIEYL6KEKEDV,94,0,$0.00,1
B014JXJ2S4,$14.20,$10.03,Amazon,$0.00,No,A39IIGGF290TS1,0,0,$0.00,2
B07C5H41CN,$0.00,$36.67,Yes,$36.67,No,,0,0,$0.00,1
B01N6PS4L0,$19.99,$9.97,Amazon,$9.97,yes,A23NLCGAWEIV8G,91,0,$0.00,19
B003GIS2RG,$20.25,$19.97,Amazon,$16.38,yes,A1GQBZJQ36WN2P,99,0,$0.00,9
B0000UZ5P0,$7.87,$7.86,Amazon,$7.86,yes,A4M8NEUF6PIEE,95,0,$0.00,5
B00EW6NNHA,$0.00,$22.80,Yes,$22.80,No,,0,0,$0.00,10
B09JDXC8PM,$21.50,$19.00,Amazon,$0.00,yes,A3SBDOAENTRT1F,100,0,$0.00,6
B000URSFMI,$28.17,$28.17,Amazon,$28.17,yes,A2R2RITDJNW1Q6,91,0,$0.00,5
